title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Toyota Yaris Cross Hybrid Z 2021,PKR 81.75 lacs,multan, Multan Punjab,"['https://cache2.pakwheels.com/ad_pictures/1017/toyota-yaris-cross-hybrid-z-2-2021-101748843.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852032.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852033.webp', 'https://cache4.pakwheels.com/ad_pictures/1022/toyota-yaris-cross-hybrid-z-2-2021-102203936.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-yaris-cross-hybrid-z-2-2021-101748842.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852034.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852025.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852030.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852028.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852031.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852029.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-yaris-cross-hybrid-z-2-2021-101852027.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-yaris-cross-hybrid-z-2-2021-101748845.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-yaris-cross-hybrid-z-2-2021-102918452.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-yaris-cross-hybrid-z-2-2021-102918454.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-yaris-cross-hybrid-z-2-2021-102918450.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-yaris-cross-hybrid-z-2-2021-102918453.webp']","2021
","30,000 km",Hybrid,Automatic,Un-Registered,White,Imported,1500 cc,Crossover,10-Jun-24,https://www.pakwheels.com/used-cars/toyota-yaris-cross-2021-for-sale-in-multan-8729642,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Toyota Yaris cross 2021 ModelFresh Cleared April 2024.With verifiable Auction Sheet .Total Genuine .1500 Watts emergency power Supply & for camping Apple CarPlay and Android Auto Electric driver Seat. Adaptive cruise Control.Steering Assist Lane Assist .Rear Traffic Alert .Tyres health 100%Outstanding fuel average 28-32Dash Cam  & Back  View Recorder Blind spot Monitor Heated seatsBrake holdTwo Meter Display Options , Digital and Analog 3 Drive ModeAuto high beamTraction Control360 CameraVery good ground clearance, best for City and off-road. No work done, 100 %Total Genuine.Price is almost final please don’t waste time in fool offers.
"
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,PKR 31.5 lacs,multan, Multan Punjab,"['https://cache3.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331136.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331138.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331143.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331137.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331148.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331142.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331135.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331141.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331144.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331139.webp', 'https://cache3.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331146.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331149.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331147.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331145.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331152.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331151.webp', 'https://cache3.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331154.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331150.webp', 'https://cache3.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101331153.webp', 'https://cache2.pakwheels.com/ad_pictures/1013/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2013-101330999.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","85,000 km",Petrol,Automatic,Lahore,Bronze,Local,1800 cc,Sedan,10-Jun-24,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-multan-8700391,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Honda CIVIC 2013 full option Automatic sunroof Lahore registered Engine mechanical 100% Sides shower for fresh look Inner seal by seal 3 pairs of LED installed Good fuel avg 12-14 in city No work required Location Multan Demand 3150,000/- 
    
"
Toyota Hiace Grand Cabin 2016,PKR 95 lacs,multan, Multan Punjab,"['https://cache4.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956526.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956528.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956529.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956531.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956532.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956533.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956535.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956548.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956554.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956559.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-hiace-grand-cabin-2016-102956564.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","124,000 km",Petrol,Automatic,Karachi,Silver,Imported,2700 cc,High Roof,10-Jun-24,https://www.pakwheels.com/used-cars/toyota-hiace-2016-for-sale-in-multan-8821258,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2016/2020In showroom condition..Will be sold to nearest offer.Call/SMS only during office hours please..
"
Toyota Premio G EX Package 2.0 2002,PKR 24.5 lacs,multan," Cantt, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719278.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719280.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719281.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719272.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719273.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719274.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719271.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719275.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719282.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/toyota-premio-g-ex-package-2-0-2002-102719283.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2002
","144,000 km",Petrol,Automatic,Sindh,Grey,Imported,2000 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-premio-2002-for-sale-in-multan-8824241,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Lightweight allow rims . Auction sheet can be verified. 100% maintained by dealership. Complete original file is availble . Complete service history available. Engine is changed. Lifetime token tax paid. Just like a Zero Meterenga car. Never got into accident. Original book is available as well. Engine is good condition . All token taxes are paid to date. 1.5 Engine chang kiya hwa hai
    
"
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,PKR 39.8 lacs,multan, Multan Punjab,"['https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994171.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994167.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994180.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994178.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994182.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994189.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994185.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994188.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994181.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994177.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994183.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994186.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994160.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994162.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994184.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994191.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994190.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994187.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994192.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2015-102994179.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2015
","84,040 km",Petrol,Automatic,Lahore,White,Local,1800 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-multan-8824214,['not listed'],"
  Inside out fully original. Just like a Zero Meter car. 100% maintained by dealership. Complete service history available. Alloy Rims. Original book is available as well. Complete original file is availble. Fitted with new tires. All taxes paid. Petrol driven, CNG never installed. Willing to exchange with another car. Urgently need to sellthe  car.
    
"
Suzuki Mehran VX Euro II 2018,PKR 13.75 lacs,multan," Khanewal Road, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993753.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993752.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993748.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993749.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993744.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993745.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993746.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993751.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993750.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993755.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993754.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993759.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993757.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993756.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993758.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993760.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993762.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993763.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993761.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2018-102993908.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","69,000 km",Petrol,Manual,Lahore,Solid White,Local,796 cc,Hatchback,11-Jun-24,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-multan-8824191,"[' AM/FM Radio', ' CD Player', ' Immobilizer Key']","
  salamsuzuki mehran 2018 mehran total genuine bumper to bumperlike a zero meter carsmells like newonly serious buyersorignal return file number plates biometric available negotiation at spot only
    
"
Toyota Land Cruiser VX 4.2D 1990,PKR 40 lacs,multan," Al Falah Modern City, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/toyota-land-cruiser-vx-4-2d-1990-102993616.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1990
","170,000 km",Diesel,Manual,Karachi,White,Imported,4200 cc,SUV,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-land-cruiser-1990-for-sale-in-multan-8824179,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Lightweight allow rims. Complete original file is availble. Never got into accident. Fitted with new tires. All token taxes are paid to date. Engine in pristine condition. Inside out fully original.
    
"
Daihatsu Cuore CX Eco 2010,PKR 9.3 lacs,multan," Cantt, Multan Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993201.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993203.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993197.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993204.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993198.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993200.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993202.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993199.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993208.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993210.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993209.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993205.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993206.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993211.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993212.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-cuore-coure-cx-2010-102993207.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2010
","200,000 km",Petrol,Manual,Sindh,White,Local,800 cc,Hatchback,11-Jun-24,https://www.pakwheels.com/used-cars/daihatsu-cuore-2010-for-sale-in-multan-8824150,"[' AM/FM Radio', ' Air Conditioning']","
  Model 2011 ,Karachi number ,LCD , back camera , Sound system ,Outer shawer Inner Janion, Engine 100% OKAverage 19,20 km/L ,Mechanical 100 % OK,Documents clearOld and new smart card available
    
"
Suzuki Ravi Euro II 2013,PKR 7.5 lacs,multan," Model Town, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/suzuki-ravi-efi-euro-ll-2013-102992656.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-ravi-efi-euro-ll-2013-102992654.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-ravi-efi-euro-ll-2013-102992657.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-ravi-efi-euro-ll-2013-102992658.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-ravi-efi-euro-ll-2013-102992655.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","142,000 km",Petrol,Manual,Multan,Solid White,Local,800 cc,Pick Up,11-Jun-24,https://www.pakwheels.com/used-cars/suzuki-ravi-2013-for-sale-in-multan-8824104,[' Immobilizer Key'],"
  2nd Owner Own Name Total Genuine New tyres
    
"
Suzuki FX GA 1988,PKR 2.5 lacs,multan," Gulgasht Colony, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990881.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990885.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990887.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990883.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990884.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990890.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990889.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990882.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-fx-ga-3-1988-102990888.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1988
                        ","150,000 km",Petrol,Manual,Punjab,Turquoise,Local,800 cc,Hatchback,11-Jun-24,https://www.pakwheels.com/used-cars/suzuki-fx-1988-for-sale-in-multan-8823986,['not listed'],"
  All original documents are complete  .
    
"
Toyota Hilux Revo Rocco 2023,PKR 1.6 crore,multan, Multan Punjab,"['https://cache1.pakwheels.com/ad_pictures/1029/toyota-hilux-revo-rocco-2023-102990001.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2023
",420 km,Diesel,Automatic,Un-Registered,Attitude Black,Local,2800 cc,Pick Up,10-Jun-24,https://www.pakwheels.com/used-cars/toyota-hilux-2023-for-sale-in-multan-8823921,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Inside out fully original. Just like a Zero Meter car.
    
"
