title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Honda City 1.2L M/T 2022,PKR 42.5 lacs,multan," Ahmad Park, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218239.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218251.webp', 'https://cache3.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218238.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218246.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218243.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218240.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218241.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218250.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218244.webp', 'https://cache2.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218236.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218247.webp', 'https://cache2.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218245.webp', 'https://cache3.pakwheels.com/ad_pictures/1012/honda-city-1-2l-m-t-2022-101218248.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","30,000 km",Petrol,Manual,Punjab,Taffeta White,Local,1200 cc,Compact sedan,1-Jun-24,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-multan-8692491,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  City 1.2 manual total genuine not even single scratch on body first owner car lcd back camera installed 
    
"
Toyota Hilux Revo Rocco 2023,PKR 1.47 crore,multan, Multan Punjab,"['https://cache1.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658513.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658414.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658462.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658397.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658472.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658455.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658375.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658390.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658387.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-hilux-revo-rocco-2023-101658514.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2023
","16,000 km",Diesel,Automatic,Punjab,White,Local,2800 cc,Pick Up,1-Jun-24,https://www.pakwheels.com/used-cars/toyota-hilux-2023-for-sale-in-multan-8714484,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Bumper to bumper genuine scratch less 16000 km milage only just like a brand new 
"
Toyota Corolla 2020,PKR 39.5 lacs,multan," Dream Gardens, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347357.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347350.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347354.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347360.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347359.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347353.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347356.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347355.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347363.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347366.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347383.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347362.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347364.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347361.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347368.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347367.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347370.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347380.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347384.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/toyota-corolla-2020-102347385.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","75,400 km",Petrol,Automatic,Punjab,White,Local,1300 cc,N/A,31-May-24,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-multan-8774304,['not listed'],"
  Toyota Yaris 1.3 CVT ,One left side back door half showered , remaining total genuine inside and outside, multimedia steering,cruise control ,Sound System installed ,poshish Mating ,Not a single penny work required.Register 2021.
    
"
Toyota Prado TZ G 4.0 2010,PKR 1.96 crore,multan, Multan Punjab,"['https://cache1.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416714.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416710.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416718.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416713.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416708.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416705.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416712.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416706.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416717.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416715.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416716.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416711.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416701.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416703.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416709.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416700.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416707.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416702.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416699.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/toyota-prado-tz-g-selection-2010-102416704.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2010
","104,000 km",Petrol,Automatic,Lahore,Super White,Imported,4000 cc,SUV,31-May-24,https://www.pakwheels.com/used-cars/toyota-prado-2010-for-sale-in-multan-8779588,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Toyota prado TZ-G 2010 End model 2015 import Lahore registered 1GR Engine 4000cc pearl white with Black interior Top of line full option variant with maximum options Leather Electric heated memory 7 seats  Height control,sports mode suspension, sunroof , Telescopic Electric adjustable sterring with multimedia controls , Dual Ac , genuine tv JBL sound system with 18 speakers&subwoofer,Cool box and many more can say mini Zx cruiser over all very beautiful and hardly to find  percent totally genuine paint body with no scrathes.Brand new Yokohama tyres installed only 50km driven All lubricants are changed and totaaly maintined jeep.
    
"
Toyota Corolla 2022,PKR 39.5 lacs,multan," DHA Defence, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1020/toyota-corolla-2022-102040140.webp', 'https://cache2.pakwheels.com/ad_pictures/1020/toyota-corolla-2022-102040138.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/toyota-corolla-2022-102040139.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/toyota-corolla-2022-102040142.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/toyota-corolla-2022-102040145.webp', 'https://cache3.pakwheels.com/ad_pictures/1020/toyota-corolla-2022-102040141.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","18,000 km",Petrol,Manual,Punjab,White,Local,1300 cc,N/A,30-May-24,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-multan-8751145,"[' ABS', ' Air Bags', ' Air Conditioning', ' Cassette Player', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  All original documents are complete  . Inside out fully original. Driven on petrol throughout . In showroom condition. Urgently need to sellthe  car.minor dent on one side
    
"
Suzuki Wagon R VXL 2019,PKR 25.5 lacs,multan," Rasheedabad, Multan Punjab","['https://cache4.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401771.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401756.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401757.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401764.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401768.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401767.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401765.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401758.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401766.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401773.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401777.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401779.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401782.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401785.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401787.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401786.webp', 'https://cache4.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401795.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401784.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-vxl-2019-102401775.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","40,500 km",Petrol,Manual,Punjab,White,Local,1000 cc,Hatchback,30-May-24,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2019-for-sale-in-multan-8778305,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows']","
  Lightweight allow rims . Original return file is available . Paint touchups in a few places. Never got into accident. Engine in pristine condition . Need to sell the car urgently.
    
"
Nissan Dayz 2021,PKR 36 lacs,multan, Multan Punjab,"['https://cache4.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861871.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861869.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861855.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861862.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861861.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861863.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861865.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861872.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861876.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861868.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861858.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861859.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861873.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/nissan-dayz-2021-102861874.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","24,000 km",Petrol,Automatic,Un-Registered,Silver,Imported,660 cc,N/A,8-Jun-24,https://www.pakwheels.com/used-cars/nissan-dayz-2021-for-sale-in-multan-8814223,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Brand new gari hi lane control line assment 
    
"
Honda City 1.3 i-VTEC 2016,PKR 31.5 lacs,multan," Ali Town, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102861204.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102861211.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102861210.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2016-102861203.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","100,000 km",Petrol,Manual,Sindh,Modern Steel Metallic,Local,1300 cc,Sedan,8-Jun-24,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-multan-8814208,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Totally driven on petrol. Complete service details available. Original return file is available . Non accidental. total car jeniuon condition sirf 1 peace bilkul halka sa shower poteen nai he sirf kharasho ki waja se gari billul new he faimly used car
    
"
Suzuki Wagon R VXL 2017,PKR 22.8 lacs,multan," Cantt, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861318.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861319.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861323.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861315.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861320.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861316.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861321.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861317.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-wagon-r-vxl-2017-102861325.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","50,000 km",Petrol,Manual,Lahore,Graphite Grey,Local,1000 cc,Hatchback,8-Jun-24,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-multan-8814206,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows']","
  Total januine .Home used car
    
"
Toyota Prado TX Limited 2.7 1998,PKR 47 lacs,multan," Cantt, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860283.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860284.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860285.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860286.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860287.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860288.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860289.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860290.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860291.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860292.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860293.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860294.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/toyota-prado-tx-limited-3-1998-102860295.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1998
","196,000 km",Petrol,Automatic,Swat,White,Imported,2700 cc,SUV,8-Jun-24,https://www.pakwheels.com/used-cars/toyota-prado-1998-for-sale-in-multan-8814110,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cassette Player', ' Front Speakers', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear AC Vents', ' Rear Speakers', ' USB and Auxillary Cable']","
  100% original. All service history log maintained. Will be sold to nearest offer. Complete original file is availble. Original Book is available. Alloy Rims. Never been into any accident. New tires installed recently. Urgently need to sell the car. Token tax is up to date. Petrol driven, CNG never installed. Sealed and powerful engine
    
"
Toyota Land Cruiser 1991,PKR 22.99 lacs,multan," Mujahid Town, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071126.webp', 'https://cache2.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071123.webp', 'https://cache3.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071128.webp', 'https://cache2.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071127.webp', 'https://cache3.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071120.webp', 'https://cache4.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071121.webp', 'https://cache4.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071124.webp', 'https://cache2.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071122.webp', 'https://cache3.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071130.webp', 'https://cache1.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071125.webp', 'https://cache3.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071133.webp', 'https://cache3.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071134.webp', 'https://cache4.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071129.webp', 'https://cache3.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071135.webp', 'https://cache4.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071131.webp', 'https://cache1.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071132.webp', 'https://cache4.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071137.webp', 'https://cache3.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071138.webp', 'https://cache2.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071139.webp', 'https://cache4.pakwheels.com/ad_pictures/9607/toyota-land-cruiser-1991-96071136.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1991
","235,000 km",Diesel,Manual,Bahawalpur,Brown,Imported,2400 cc,N/A,8-Jun-24,https://www.pakwheels.com/used-cars/toyota-land-cruiser-1991-for-sale-in-multan-8339376,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cassette Player', ' Power Steering', ' Sun Roof']","
  its LandCruiser 3 door 1991 model import in 1997 and registered in 1998best condition jeep2nd ownerits not auction car its directly import jeep its orginal body engine no tempring etc at all .engihe suspension tyres are in mint condition diesal engine 2400 ccall original file and biomatric is in hand 15 cleared just buy and drivemanual transmission hay sun roof  ac 4 by 4 all active whatsapp will be preffered cal between 2 to 8 thanks
    
"
Honda City Aspire 1.5 i-VTEC 2014,PKR 28.25 lacs,multan," Bahawalpur Road, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629865.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629862.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629866.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629864.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629867.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629868.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629869.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629863.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629876.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629872.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629870.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629875.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629873.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629878.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629874.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629871.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/honda-city-aspire-2-2014-102629879.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","130,000 km",Petrol,Manual,Sindh,Taffeta White,Local,1500 cc,Sedan,8-Jun-24,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-multan-8795928,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  home used car, 100% genuine paint , engine n suspension in excilent condition, chilled AC , new tyres, alloy rims, complete documents.on my own name, smart card availablejust buy n drive
    
"
Toyota Corolla Fielder X Special Edition 2007,PKR 38.8 lacs,multan, Multan Punjab,"['https://cache1.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213240.webp', 'https://cache3.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213246.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213907.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213905.webp', 'https://cache2.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213243.webp', 'https://cache2.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213247.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213248.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213242.webp', 'https://cache1.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213245.webp', 'https://cache3.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213904.webp', 'https://cache4.pakwheels.com/ad_pictures/1012/toyota-corolla-fielder-x-special-edition-1-5-2-2007-101213244.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-fielder-x-special-edition-1-5-2-2007-102848875.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-fielder-x-special-edition-1-5-2-2007-102848874.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-fielder-x-special-edition-1-5-2-2007-102848876.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-fielder-x-special-edition-1-5-2-2007-102975829.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","88,000 km",Petrol,Automatic,Lahore,Black,Imported,1500 cc,Station Wagon,8-Jun-24,https://www.pakwheels.com/used-cars/toyota-corolla-fielder-2007-for-sale-in-multan-8692162,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  2007/13 clear 2014 Lahore registered Package: X sunroofPearl black colourI’m 3rd owner On my name85k drivenSeal to seal geniuneEven bumpers are also geniune with original plastic bodykitSunroofMultimedia steringCruise controlAmbient lightsBranded speakersBumper poleExpensive Led lights worth 50k (All)Smart cardGeniune platesComplete file Token clearSeeing is believingExchange possiblePrice is a little bit negotiable 
    
"
